ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,鲜重(g),干重(g),株高(cm),分蘖数,绿叶面积(mm2),叶片数,SandBox,D1,D2,RFD,stage,frac,frac_stage,frac_SFD,frac_SandBox,frac_D1,frac_D2,frac_RFD
W003,905,1069,1.18121547,1311.897098,1.449610053,129048.583,13.34%,1.674,1.426,14.42099615,0.431,0.214,0.129,0.078,0.054,0.038,0.023,0.011,0.006,0.008,0.002,0.005,0.085,0.512,0.245,0.106,0.034,0.019,50.14000001,8.869999997,101,8,112911.556,30,1.547653406,2.107898679,1.516002635,2.256268944,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W004,723,1178,1.629322268,1393.691293,1.927650474,164641.167,19.33%,1.722,1.459,14.5873272,0.329,0.193,0.138,0.089,0.065,0.049,0.038,0.029,0.023,0.018,0.014,0.016,0.079,0.401,0.242,0.135,0.073,0.07,66.60000003,12.71,105,15,187784.8778,51,1.583452643,2.145305454,1.548856437,2.27549738,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W005,995,1404,1.411055276,1457.015831,1.464337519,236442,16.93%,1.765,1.495,15.02609858,0.299,0.156,0.105,0.082,0.074,0.062,0.054,0.045,0.04,0.033,0.027,0.023,0.064,0.339,0.209,0.156,0.112,0.12,112.92,20.90999999,103,19,265895.5508,72,1.630382264,2.179692305,1.563838418,2.259276623,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W006,1226,1554,1.267536705,1986.039578,1.619934403,260719.667,13.68%,1.744,1.504,15.05206986,0.38,0.19,0.107,0.065,0.047,0.04,0.039,0.038,0.036,0.025,0.018,0.016,0.072,0.398,0.217,0.13,0.095,0.087,142.39,27.25,119,22,281138.1055,71,1.633023073,2.191746266,1.572538237,2.262755297,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W008,928,1316,1.418103448,1426.672823,1.537362956,224695.583,18.40%,1.767,1.49,14.85764411,0.351,0.147,0.086,0.064,0.052,0.049,0.053,0.058,0.052,0.04,0.027,0.021,0.067,0.339,0.197,0.156,0.121,0.12,119.1500001,20.61,97.3,23,239540.825,74,1.612506215,2.174884579,1.563193917,2.2727428,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W010,1222,1312,1.073649755,1759.126649,1.439547176,328789.667,20.51%,1.735,1.537,15.17985996,0.316,0.202,0.129,0.09,0.067,0.053,0.043,0.032,0.025,0.02,0.015,0.01,0.066,0.395,0.248,0.148,0.079,0.064,200.1900001,33.81999998,128,18,363597.308,86,1.617758471,2.22242311,1.605736937,2.246489121,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W011,1181,1122,0.950042337,1367.306069,1.15775281,254815.167,19.23%,1.727,1.523,14.96707584,0.331,0.198,0.13,0.09,0.068,0.054,0.042,0.028,0.018,0.012,0.012,0.019,0.079,0.383,0.24,0.145,0.081,0.072,202.4900001,32.15999999,123,20,227220.6616,80,1.588506995,2.201700533,1.622584805,2.261624481,stage 2,f0,20,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W013,836,1390,1.662679426,1464.931398,1.752310285,191967.167,16.52%,1.745,1.469,14.76872048,0.321,0.166,0.104,0.077,0.065,0.06,0.05,0.045,0.034,0.024,0.022,0.031,0.084,0.345,0.214,0.145,0.098,0.114,128.83,20.86000001,105,15,233377.9813,72,1.612102813,2.161646649,1.540085615,2.282276006,stage 2,f0,20,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W014,1182,1323,1.11928934,1387.094987,1.173515217,386513.333,24.72%,1.827,1.56,15.54539575,0.284,0.134,0.083,0.061,0.052,0.048,0.046,0.045,0.054,0.062,0.066,0.066,0.064,0.268,0.174,0.134,0.13,0.229,214.2099999,45.41,99,29,377078.4134,105,1.68546589,2.258390553,1.63338902,2.265498968,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W015,1164,1487,1.277491409,1536.171504,1.319734969,340276.25,19.66%,1.806,1.541,15.50377729,0.291,0.141,0.092,0.073,0.063,0.059,0.055,0.054,0.052,0.049,0.037,0.035,0.061,0.307,0.193,0.156,0.128,0.154,188.2,39.74,107,23,349300.8927,88,1.664485808,2.235268576,1.607131151,2.253797157,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W019,1074,1137,1.058659218,1272.319261,1.184654806,205024.667,16.79%,1.744,1.492,14.94316949,0.357,0.183,0.11,0.078,0.06,0.043,0.032,0.028,0.025,0.025,0.025,0.033,0.083,0.353,0.232,0.135,0.084,0.114,129.22,22.72,101,22,201028.6973,72,1.607045306,2.18155263,1.58500622,2.274517899,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W022,1225,1313,1.071836735,1396.329815,1.139861074,248337.5,15.44%,1.735,1.502,14.9069776,0.355,0.19,0.102,0.069,0.059,0.055,0.052,0.042,0.028,0.016,0.012,0.019,0.059,0.403,0.223,0.156,0.093,0.067,127.79,22.75999999,105,21,263079.1798,64,1.60461865,2.182029313,1.575557968,2.247130332,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W023,1223,1191,0.973834832,1252.530343,1.024145824,357784,24.56%,1.802,1.562,15.23915889,0.292,0.152,0.107,0.086,0.07,0.055,0.045,0.038,0.032,0.032,0.038,0.052,0.067,0.328,0.213,0.141,0.092,0.16,159.86,32.00000001,94,53,391522.9082,186,1.657303812,2.237358308,1.642597826,2.293864199,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
W024,1014,1095,1.079881657,1392.372032,1.37314796,122165.583,11.00%,1.653,1.424,14.44596409,0.456,0.189,0.118,0.081,0.048,0.032,0.023,0.018,0.012,0.008,0.006,0.009,0.103,0.5,0.227,0.093,0.043,0.034,52.16000002,8.440000003,92,13,99840.04384,38,1.48305137,2.117012833,1.506527919,2.293124852,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W025,1112,1514,1.361510791,1603.453826,1.441954879,403019.167,23.94%,1.797,1.571,15.69404141,0.254,0.161,0.113,0.089,0.07,0.055,0.044,0.039,0.041,0.045,0.042,0.048,0.058,0.303,0.223,0.15,0.106,0.161,219.47,44.72000001,116,27,463518.2723,129,1.680213632,2.278113285,1.646555169,2.263299013,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W026,1170,1443,1.233333333,1555.960422,1.329880703,240179.167,14.23%,1.718,1.496,15.31621622,0.335,0.185,0.108,0.091,0.083,0.068,0.049,0.032,0.023,0.012,0.007,0.008,0.07,0.367,0.262,0.175,0.083,0.043,107.52,26.96,107,13,165736.5738,56,1.561518321,2.20512801,1.560953136,2.26285513,stage 2,f0,20,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
W027,1223,1449,1.184791496,1520.340369,1.243123769,288690.333,16.29%,1.75,1.518,15.43653057,0.344,0.149,0.1,0.079,0.071,0.061,0.056,0.046,0.036,0.024,0.018,0.017,0.063,0.368,0.212,0.171,0.107,0.08,177.4700001,37.58,113,14,252587.6734,62,1.61228042,2.241506546,1.58623011,2.242030283,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
W028,1229,1204,0.979658259,1277.596306,1.039541339,300039.583,20.28%,1.794,1.533,15.1690679,0.359,0.16,0.099,0.065,0.045,0.041,0.036,0.035,0.036,0.036,0.039,0.049,0.07,0.338,0.2,0.12,0.087,0.186,171.2000001,30.58000002,89,45,406292.4417,175,1.657592945,2.218135082,1.612288401,2.283240382,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
W030,1078,1250,1.159554731,1412.16095,1.309982328,319956.583,23.74%,1.807,1.544,15.43960944,0.285,0.153,0.099,0.074,0.058,0.053,0.048,0.051,0.052,0.05,0.042,0.036,0.071,0.276,0.193,0.153,0.145,0.161,158.92,37.06999999,93,37,283760.4612,135,1.640744064,2.254472996,1.624571844,2.290763173,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
W032,750,1486,1.981333333,1748.572559,2.331430079,217118.75,19.48%,1.781,1.485,15.50815523,0.34,0.14,0.089,0.071,0.066,0.058,0.051,0.052,0.045,0.035,0.026,0.027,0.084,0.31,0.198,0.159,0.117,0.132,127.52,30.67,108,16,172247.5692,71,1.636252126,2.181787158,1.539738196,2.310011776,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W034,1214,1397,1.150741351,1457.015831,1.200177785,423417.833,24.97%,1.84,1.571,15.66373986,0.264,0.144,0.093,0.071,0.053,0.045,0.043,0.045,0.046,0.044,0.059,0.093,0.051,0.273,0.177,0.126,0.111,0.262,223.4400001,58.52999998,106,35,429187.2124,137,1.6928314,2.266221954,1.642176031,2.269718745,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W037,1156,1190,1.029411765,1383.137203,1.19648547,477033.25,34.68%,1.856,1.595,15.39307829,0.222,0.134,0.099,0.083,0.068,0.057,0.049,0.044,0.037,0.036,0.057,0.114,0.048,0.239,0.187,0.141,0.11,0.275,322.3699999,57.19999998,96,69,646918.4729,265,1.705703897,2.267786923,1.66794064,2.262060721,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W038,1228,1229,1.000814332,1278.915567,1.041462188,427588.167,28.33%,1.845,1.581,15.26342109,0.277,0.151,0.094,0.071,0.057,0.046,0.039,0.034,0.035,0.041,0.063,0.093,0.057,0.288,0.174,0.122,0.098,0.262,299.9000001,53.6,95,62,556639.5441,253,1.703645369,2.247923547,1.663694178,2.278301964,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W039,827,1138,1.376058041,1302.662269,1.575165984,204935.333,21.78%,1.798,1.493,15.13938169,0.287,0.136,0.089,0.064,0.054,0.054,0.061,0.066,0.071,0.062,0.036,0.019,0.065,0.285,0.182,0.151,0.163,0.155,112.8800001,29.61,84,19,273536.5253,95,1.645605349,2.196148383,1.577951365,2.304827976,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
W040,808,920,1.138613861,970.2084433,1.200753024,225853.5,30.38%,1.863,1.506,14.77667659,0.223,0.118,0.074,0.059,0.05,0.045,0.046,0.047,0.052,0.064,0.081,0.14,0.054,0.221,0.16,0.132,0.111,0.323,167.55,34.23999999,67,35,368760.033,143,1.687238867,2.162098409,1.603297169,2.293478911,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0
W043,864,896,1.037037037,1055.960422,1.222176415,271408.75,35.06%,1.849,1.531,14.72340121,0.249,0.136,0.097,0.072,0.059,0.052,0.046,0.038,0.035,0.044,0.068,0.104,0.048,0.283,0.184,0.129,0.1,0.256,158.3700001,30.77999999,74,40,507495.4864,172,1.689866519,2.171165576,1.630011125,2.274840587,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_1
W044,979,1001,1.02247191,1078.387863,1.101519778,328698.917,33.54%,1.86,1.556,14.92432163,0.214,0.132,0.091,0.068,0.058,0.053,0.054,0.057,0.054,0.051,0.063,0.106,0.046,0.245,0.166,0.127,0.109,0.306,246.5600001,46.43,73.3,62,560008.9362,247,1.693062804,2.197467657,1.660034798,2.280999213,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W048,1214,1416,1.166392092,1661.501319,1.368617232,211310.917,12.29%,1.71,1.475,15.02416524,0.408,0.183,0.1,0.068,0.055,0.049,0.043,0.036,0.025,0.017,0.01,0.008,0.073,0.428,0.224,0.148,0.077,0.05,91.33000003,21.99000001,102,14,185192.3222,50,1.568370637,2.175026394,1.534034061,2.258894493,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W054,999,1442,1.443443443,1507.147757,1.508656414,308203.667,21.39%,1.785,1.531,15.49465382,0.296,0.162,0.111,0.083,0.069,0.058,0.049,0.043,0.037,0.035,0.029,0.028,0.069,0.315,0.213,0.149,0.108,0.145,148.51,33.20999999,116.5,24,291783.5062,82,1.625552439,2.230070852,1.597014418,2.269839016,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W055,891,811,0.910213244,1145.670185,1.285825123,167497.083,23.18%,1.779,1.457,14.34405237,0.4,0.258,0.143,0.078,0.047,0.035,0.018,0.009,0.004,0.002,0.001,0.003,0.058,0.408,0.256,0.14,0.085,0.053,72.41999998,11.45,109,14,186130.951,57,1.661277141,2.096641311,1.532358221,2.303361137,stage 2,f2,22,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W056,909,917,1.00880088,1025.617414,1.128291985,232427.25,27.88%,1.834,1.51,14.82370957,0.267,0.15,0.089,0.066,0.054,0.042,0.038,0.033,0.034,0.043,0.064,0.119,0.069,0.286,0.174,0.116,0.091,0.264,135.1099999,29.04999999,69.6,33,325559.3645,144,1.676975616,2.171445744,1.607838085,2.302679189,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0
W057,1334,1567,1.174662669,1664.139842,1.247481141,429143.583,20.53%,1.763,1.571,15.51616084,0.289,0.169,0.127,0.091,0.067,0.054,0.048,0.041,0.034,0.03,0.024,0.026,0.06,0.349,0.236,0.157,0.099,0.099,203.74,45.05,114,22,431626.7461,97,1.631649382,2.268735042,1.637965148,2.248067008,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W058,923,1279,1.385698808,1439.865435,1.55998422,141271.917,11.97%,1.736,1.437,14.98537423,0.354,0.174,0.118,0.098,0.078,0.057,0.042,0.025,0.017,0.014,0.012,0.013,0.094,0.403,0.24,0.153,0.064,0.045,64.96000001,19.68000001,100,10,92980.36365,43,1.588325484,2.135388515,1.484800855,2.32737829,stage 2,f2,22,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W059,878,1344,1.530751708,1373.902375,1.564809083,302959.75,25.67%,1.818,1.53,15.23232519,0.29,0.148,0.098,0.074,0.055,0.042,0.038,0.039,0.039,0.044,0.058,0.076,0.071,0.294,0.181,0.131,0.099,0.224,178.96,37.86000001,98,38,377375.7839,157,1.685000747,2.218409774,1.600720961,2.298672609,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
W060,1018,1330,1.306483301,1410.841689,1.385895568,186767.833,13.79%,1.737,1.459,14.63999425,0.401,0.151,0.083,0.058,0.051,0.046,0.045,0.049,0.042,0.031,0.021,0.02,0.088,0.359,0.195,0.153,0.109,0.096,140.36,24.40999999,115,15,206626.2607,68,1.625995335,2.14624145,1.520771889,2.269074856,stage 2,f2,22,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W061,1092,1282,1.173992674,1314.53562,1.203787198,261686.5,18.69%,1.798,1.507,15.23733916,0.312,0.157,0.11,0.073,0.051,0.036,0.032,0.033,0.036,0.045,0.052,0.064,0.074,0.336,0.191,0.1,0.091,0.207,212.8600001,35.60000001,98,17,269862.3975,82,1.664275531,2.207194392,1.571028482,2.272634244,stage 2,f0,20,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
W063,899,1228,1.36596218,1273.638522,1.416728056,253648.583,22.98%,1.803,1.505,15.18645517,0.294,0.17,0.104,0.074,0.056,0.048,0.04,0.032,0.036,0.043,0.049,0.053,0.063,0.326,0.197,0.125,0.101,0.187,173.5499999,41.78999998,94,20,276260.928,87,1.66725109,2.199658182,1.570561153,2.270860432,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1
W065,1068,1376,1.288389513,1458.335092,1.365482296,328838.083,22.38%,1.815,1.536,15.34729142,0.274,0.148,0.098,0.071,0.061,0.052,0.047,0.046,0.05,0.056,0.054,0.044,0.056,0.299,0.176,0.125,0.132,0.212,190.3100001,43.51000001,103,20,363734.1944,77,1.675063491,2.215407411,1.602767768,2.242179125,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W066,913,1192,1.30558598,1249.891821,1.368994327,274693.917,25.24%,1.83,1.518,14.8848985,0.293,0.15,0.085,0.059,0.047,0.04,0.036,0.036,0.035,0.047,0.076,0.096,0.068,0.294,0.174,0.118,0.089,0.256,208.26,36.20000001,89,33,424253.7782,140,1.691397702,2.188643361,1.594349725,2.293140613,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W068,1223,1409,1.152085037,1499.23219,1.225864424,376542.25,21.85%,1.802,1.555,15.50429809,0.305,0.167,0.106,0.072,0.055,0.045,0.039,0.037,0.037,0.04,0.042,0.055,0.064,0.329,0.196,0.131,0.096,0.184,253.04,49.54,108,30,422018.4839,124,1.678151402,2.238381069,1.623563828,2.271193643,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W070,985,1352,1.372588832,1393.691293,1.414915018,227776.083,17.10%,1.781,1.488,15.3699723,0.329,0.16,0.106,0.08,0.056,0.044,0.039,0.044,0.047,0.037,0.03,0.029,0.076,0.335,0.225,0.146,0.104,0.115,124.4799999,25.94,99,17,165848.4088,77,1.623232629,2.204901745,1.552187435,2.29986689,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
W072,857,1137,1.32672112,1203.717678,1.404571386,215492.75,22.12%,1.827,1.501,14.67709748,0.273,0.143,0.097,0.069,0.056,0.051,0.044,0.041,0.043,0.042,0.052,0.089,0.063,0.286,0.191,0.13,0.092,0.238,118.5699999,23.26999999,86,51,301892.3607,179,1.655893835,2.166473318,1.595750129,2.300065707,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0
W073,850,958,1.127058824,1025.617414,1.206608723,209042.917,25.67%,1.849,1.498,15.008921,0.234,0.12,0.092,0.071,0.054,0.044,0.041,0.037,0.035,0.042,0.056,0.175,0.065,0.244,0.171,0.11,0.091,0.32,187.0999999,46.79000001,72,32,368669.7122,156,1.694861725,2.176838449,1.582832876,2.291639144,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W074,1231,1109,0.900893582,1352.794195,1.098939233,609413.75,44.64%,1.849,1.637,15.52792453,0.182,0.134,0.105,0.09,0.077,0.069,0.061,0.054,0.05,0.048,0.061,0.071,0.044,0.283,0.209,0.144,0.112,0.207,338.77,64.17000002,123,55,866098.4033,261,1.704918726,2.293090643,1.737337975,2.260392659,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W075,1225,1362,1.111836735,1414.799472,1.154938345,359086.333,21.52%,1.762,1.551,15.4407888,0.312,0.177,0.105,0.075,0.061,0.055,0.051,0.048,0.04,0.032,0.026,0.019,0.061,0.347,0.226,0.163,0.11,0.093,186.37,39.3,99,25,280907.458,92,1.616950811,2.257522636,1.617026877,2.253191628,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W076,1113,1427,1.282120395,1464.931398,1.316200717,331164.833,20.85%,1.812,1.538,15.4552956,0.311,0.141,0.09,0.069,0.052,0.043,0.039,0.038,0.048,0.059,0.059,0.052,0.065,0.304,0.179,0.128,0.109,0.214,194.9700001,48.17000002,103,23,399615.8743,94,1.687846116,2.231931947,1.605565448,2.260255799,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W077,1156,1304,1.128027682,1317.174142,1.139423999,317611.25,21.07%,1.844,1.534,15.55701558,0.287,0.12,0.072,0.058,0.054,0.05,0.048,0.047,0.044,0.05,0.069,0.101,0.071,0.26,0.157,0.115,0.111,0.286,203.58,48.20999998,97.3,34,309782.9287,127,1.686129456,2.251163699,1.602844728,2.289861677,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0
W078,773,930,1.203104787,1020.340369,1.319974605,193967.5,26.98%,1.84,1.484,14.55945105,0.261,0.134,0.095,0.075,0.057,0.046,0.039,0.037,0.042,0.045,0.069,0.1,0.055,0.271,0.195,0.124,0.088,0.267,129.01,24.18,70,32,323998.4235,137,1.682348739,2.137903091,1.577307977,2.293945766,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W079,992,1219,1.228830645,1276.277045,1.286569602,200007.75,16.54%,1.782,1.472,15.10246994,0.319,0.15,0.098,0.072,0.056,0.048,0.047,0.042,0.04,0.039,0.036,0.053,0.084,0.306,0.175,0.139,0.117,0.18,129.22,32.45,92,14,190175.4231,70,1.647801196,2.166735969,1.526072635,2.288308928,stage 2,f0,20,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W080,797,1318,1.65370138,1333.005277,1.672528578,233367.917,22.22%,1.812,1.497,15.42713069,0.281,0.149,0.099,0.069,0.058,0.055,0.051,0.047,0.042,0.043,0.046,0.06,0.067,0.308,0.185,0.134,0.113,0.194,137.3500001,38.96000001,98,20,208199.6547,85,1.671546702,2.200985407,1.558637133,2.304672154,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
W083,858,1248,1.454545455,1289.469657,1.502878388,284742.667,26.59%,1.838,1.519,14.94279847,0.269,0.129,0.084,0.066,0.055,0.044,0.044,0.038,0.038,0.047,0.076,0.11,0.054,0.266,0.174,0.121,0.108,0.277,193.57,39.98,92,29,393619.9594,125,1.696840058,2.184443301,1.590745699,2.281082603,stage 2,f3,23,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_1
W084,961,1178,1.225806452,1248.572559,1.299243038,313161.083,27.66%,1.826,1.546,15.16861837,0.272,0.144,0.1,0.076,0.06,0.047,0.038,0.035,0.034,0.038,0.058,0.097,0.06,0.308,0.185,0.127,0.085,0.235,172.36,38.48000001,85,34,341282.0149,109,1.687200724,2.219908634,1.627128327,2.274425789,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W085,741,1103,1.488529015,1117.965699,1.50872564,144830,17.72%,1.78,1.445,14.75750874,0.329,0.147,0.081,0.067,0.056,0.052,0.052,0.061,0.056,0.041,0.031,0.027,0.07,0.296,0.204,0.164,0.118,0.148,79.73000004,19.56000001,81,10,129152.4365,48,1.607473141,2.123953634,1.526084564,2.313752353,stage 2,f2,22,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W086,932,984,1.055793991,1049.364116,1.125927163,160933.333,17.55%,1.795,1.458,14.68840915,0.308,0.148,0.092,0.058,0.048,0.041,0.044,0.047,0.049,0.059,0.056,0.051,0.065,0.313,0.167,0.129,0.12,0.206,91.01000004,20.5,74,13,186847.412,54,1.64257256,2.129708722,1.541451259,2.294925266,stage 2,f2,22,stage_2_frac_2,stage_2_frac_2,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W087,802,1003,1.250623441,1103.453826,1.375877588,175205.167,21.78%,1.81,1.47,14.46526513,0.298,0.144,0.094,0.073,0.064,0.054,0.048,0.042,0.039,0.039,0.048,0.059,0.077,0.318,0.175,0.117,0.091,0.222,145.0900001,26.28000001,78,22,259266.3728,103,1.672124112,2.133284606,1.56574646,2.288615023,stage 2,f3,23,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_1,stage_2_frac_0
W089,963,1300,1.349948079,1431.949868,1.486967672,257385.5,20.56%,1.808,1.513,15.44075687,0.279,0.133,0.091,0.067,0.055,0.057,0.057,0.056,0.059,0.057,0.05,0.04,0.081,0.287,0.179,0.148,0.132,0.173,143.81,41.16,98,29,212672.4238,108,1.654518233,2.233704116,1.57844776,2.31031641,stage 2,f0,20,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
W090,879,1304,1.483503982,1373.902375,1.563028868,210353.75,18.35%,1.791,1.481,15.30217587,0.33,0.141,0.088,0.064,0.057,0.055,0.053,0.051,0.052,0.046,0.034,0.029,0.086,0.292,0.183,0.155,0.125,0.159,86.89000001,17.79999999,97,26,167154.9107,91,1.623365861,2.202996574,1.545591859,2.326392024,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
W091,1224,1304,1.065359477,1674.693931,1.368213996,366482.75,22.96%,1.763,1.554,15.49484674,0.321,0.192,0.123,0.085,0.067,0.049,0.038,0.032,0.03,0.023,0.018,0.021,0.064,0.357,0.218,0.146,0.106,0.109,164.22,33.67999999,121,27,319935.6352,90,1.622696142,2.249535979,1.621645253,2.265606362,stage 2,f0,20,stage_2_frac_1,stage_2_frac_2,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W092,1234,1431,1.159643436,1472.846966,1.193555078,495241.667,28.05%,1.829,1.593,15.82267723,0.232,0.165,0.113,0.086,0.07,0.059,0.052,0.052,0.053,0.05,0.038,0.031,0.045,0.293,0.204,0.149,0.126,0.184,248.02,62.11999998,106,41,461925.1085,153,1.678629606,2.304710251,1.665861311,2.262930541,stage 2,f3,23,stage_2_frac_1,stage_2_frac_0,stage_2_frac_0,stage_2_frac_0,stage_2_frac_1
W093,849,1222,1.4393404,1491.316623,1.756556682,204918.75,19.75%,1.78,1.485,15.29962947,0.3,0.158,0.108,0.079,0.069,0.067,0.056,0.048,0.037,0.029,0.023,0.026,0.084,0.329,0.215,0.164,0.114,0.094,99.81000003,25.60999999,96,20,137802.0093,75,1.626654627,2.198900159,1.534886437,2.328136851,stage 2,f0,20,stage_2_frac_0,stage_2_frac_2,stage_2_frac_0,stage_2_frac_1,stage_2_frac_0
